address,alias,type,malicious,continue
0x36a2422a863d5b950882190ff5433e513413343a, Synth sBCH (sBCH),Token,False,False
0x617aecb6137b5108d1e7d4918e3725c8cebdb848, Synth sBNB (sBNB),Token,False,False
0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6, Synth sBTC (sBTC),Token,False,False
0xeabacd844a196d7faf3ce596edebf9900341b420, Synth sCEX (sCEX),Token,False,False
0x0f83287ff768d1c1e17a42f44d644d7f22e8ee1d, Synth sCHF (sCHF),Token,False,False
0xfe33ae95a9f0da8a845af33516edc240dcd711d6, Synth sDASH (sDASH),Token,False,False
0xe1afe1fd76fd88f78cbf599ea1846231b8ba3b6b, Synth sDEFI (sDEFI),Token,False,False
0x88c8cf3a212c0369698d13fe98fcb76620389841, Synth sEOS (sEOS),Token,False,False
0x22602469d704bffb0936c7a7cfcd18f7aa269375, Synth sETC (sETC),Token,False,False
0x5e74c9036fb86bd7ecdcb084a0673efc32ea31cb, Synth sETH (sETH),Token,False,False
0xd71ecff9342a5ced620049e616c5035f1db98620, Synth sEUR (sEUR),Token,False,False
0x23348160d7f5aca21195df2b70f28fce2b0be9fc, Synth sFTSE (sFTSE),Token,False,False
0x97fe22e7341a0cd8db6f6c021a24dc8f4dad855f, Synth sGBP (sGBP),Token,False,False
0xf6b1c627e95bfc3c1b4c9b825a032ff0fbf3e07d, Synth sJPY (sJPY),Token,False,False
0xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6, Synth sLINK (sLINK),Token,False,False
0xc14103c2141e842e228fbac594579e798616ce7a, Synth sLTC (sLTC),Token,False,False
0x757de3ac6b830a931ef178c6634c5c551773155c, Synth sNIKKEI (sNIKKEI),Token,False,False
0xf2e08356588ec5cd9e437552da87c0076b4970b0, Synth sTRX (sTRX),Token,False,False
0x57ab1ec28d129707052df4df418d58a2d46d5f51, Synth sUSD (sUSD),Token,False,False
0x6a22e5e94388464181578aa7a6b869e00fe27846, Synth sXAG (sXAG),Token,False,False
0x261efcdd24cea98652b9700800a13dfbca4103ff, Synth sXAU (sXAU),Token,False,False
0x5299d6f7472dcc137d7f3c4bcfbbb514babf341a, Synth sXMR (sXMR),Token,False,False
0xa2b0fde6d710e201d0d608e924a484d1a5fed57c, Synth sXRP (sXRP),Token,False,False
0x2e59005c5c0f0a4d77cca82653d48b46322ee5cd, Synth sXTZ (sXTZ),Token,False,False
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f, Synthetix Network Token (SNX),Token,False,False
0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5, Tellor Tributes (TRB),Token,False,False
0x1fcdce58959f536621d76f5b7ffb955baa5a672f, The Force Token (FOR),Token,False,False
0x9d25057e62939d3408406975ad75ffe834da4cdd, yDAI (yDAI),Token,False,False
0x36324b8168f960a12a8fd01406c9c78143d41380, ySUSD (ySUSD),Token,False,False
0xa2609b2b43ac0f5ebe27deb944d2a399c201e3da, yUSDC (yUSDC),Token,False,False
0xa1787206d5b1be0f432c4c4f96dc4d1257a1dd14, yUSDT (yUSDT),Token,False,False
0xfe1a6056ee03235f30f7a48407a5673bbf25ed48,Aave: Deployer,Wallet,False,False
0x3dfd23a6c5e8bbcfc9581d2e864a68feb6a076d3,Aave: Lending Pool Core,Smart Contract,False,False
0x8ec66b554c0e9b7d048b79d984dae34677de538a,Aave777,Smart Contract,False,False
0x8b62c02091fe06ae3454d3c12921b32611ba5501,AaveAssetAdapter,Smart Contract,False,False
0xf2cc20a324bdfa02b38ab8b0ea18566c160c11ef,AaveAssetAdapter,Smart Contract,False,False
0x077e6eec6abdf8dccf7e3a4235f9b479489c6af9,AaveDebtAdapter,Smart Contract,False,False
0x30f0bb7556159b0e812de4af7023dacfdd4f7110,AaveDebtAdapter,Smart Contract,False,False
0x8052cccc713cc9883afb1a9d863fe165e08dff01,AaveFinancialOpportunity,Smart Contract,False,False
0x2732e2a7bfaa8e5a21c07f4f1c167bbfbf7a2ac1,AaveIntegration,Smart Contract,False,False
0x0db084f8ba9bc1176fd9b43e664072ad660bc61a,AaveLiquidate,Smart Contract,False,False
0x1b846e9159104430775e1852ec7ac6a1b4760783,AaveLiquidate,Smart Contract,False,False
0x1f916d0766c7f20b1a51086724f55ccfd07d2f3c,AaveLiquidate,Smart Contract,False,False
0x276a6c276244cdaea93fc69c1c45c3978be10f24,AaveLiquidate,Smart Contract,False,False
0x2c388fd310768910adbb1221e5e0d643458a6360,AaveLiquidate,Smart Contract,False,False
0x386f6f20bc8f3ff753fe6b731fd93ff8a0ba18e4,AaveLiquidate,Smart Contract,False,False
0x3c4962d0236f651da8a6f55fa0cad04222ec62c9,AaveLiquidate,Smart Contract,False,False
0x5b73f9fd3e40a31063684fe92130c62f7acf6982,AaveLiquidate,Smart Contract,False,False
0x83899e5c4dd660be20d51469fca5f90f2606df3a,AaveLiquidate,Smart Contract,False,False
0x981318ff8ea3322a0773a96111b8ec4669a3372e,AaveLiquidate,Smart Contract,False,False
0xb022b5589538fb27c43f5841a66f74732e69fbda,AaveLiquidate,Smart Contract,False,False
0xdf9177fa700052e2ca52432354bedf22ffbcfa01,AaveLiquidate,Smart Contract,False,False
0xf792d584de1fa502e82342259f50d5d5c4485491,AaveLiquidate,Smart Contract,False,False
0x35fb8bc15d22de3e66e39cbd53a6f812fc255057,AaveMarket,Smart Contract,False,False
0x5e53247b147d57faf9825dabe6e06ae90bd70ba9,AaveMarket,Smart Contract,False,False
0x02b4958be94033c98314db1aa2f031da60e4498e,AaveRate,Smart Contract,False,False
0xed61843327567cc91dd2b5d7f40e26d518b15b41,AaveRate,Smart Contract,False,False
0xf92e2561bb3f9d8e191c439d4df4610633303d88,AaveRegistry,Smart Contract,False,False
0x987f3db2eec36224ba3f2d907fd93ec8aa208ac3,AaveTokenAdapter,Smart Contract,False,False
0xab42b0d4638ee1bf4eb4b369cd2d196dd7f8f2c3,AaveTokenAdapter,Smart Contract,False,False
0xf0f87c88fa206777e2ad191b7bf7c52ea9e53c9b,AaveUniswapAssetAdapter,Smart Contract,False,False
0xa0848938068acb263b47f0c44f7d2f9f39895984,AaveUniswapDebtAdapter,Smart Contract,False,False
0x45230f5adc0ee8cd4628d716ddaf92487150f5b2,AaveUniswapTokenAdapter,Smart Contract,False,False
0x1ef91a36525ca8ec353c6f436399d2f4cadc045e,AcexDeFi,Smart Contract,False,False
0x40d0e7c3b26ad790f52202d7063fd2c7e6758237,AcexDeFi,Smart Contract,False,False
0x8978d7c733c21d9306d941b53a18fbc36919e010,AcexDeFi,Smart Contract,False,False
0xad37fd42185ba63009177058208dd1be4b136e6b,AuthGemJoin,Smart Contract,False,False
0x581ae5af7afa6f8171bbf40d1981779f168a9523,BalancerAdapter,Smart Contract,False,False
0xd0e355402eb6ac07b764b2404fd5ab6a4042c793,BalancerTokenAdapter,Smart Contract,False,False
0x3779d960261f882750b39c622527822c88c98e13,Bitget: DeFi Token,Token,False,False
0x78f2c2af65126834c51822f56be0d7469d7a523e,Cat,Smart Contract,False,False
0x5bca0f6cd5f9a74895d66005acef969342f301a0,CollateralSwap: Alpha,Smart Contract,False,False
0xfd14431285a570adc839c73cc973542e0ffee56f,CollateralSwap: Core Alpha v0.2,Smart Contract,False,False
0x3fda67f7583380e67ef93072294a7fac882fd7e7,Compound,Smart Contract,False,False
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,Compound: Comptroller,Smart Contract,False,False
0xf859a1ad94bcf445a406b892ef0d3082f4174088,Compound: Contract 1,Smart Contract,False,False
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,Compound: Deployer 1,Smart Contract,False,False
0x1449e0687810bddd356ae6dd87789244a46d9adb,Compound: Deployer 2,Smart Contract,False,False
0xcec237e83a080f3225ab1562605ee6dedf5644cc,Compound: Deployer 3,Smart Contract,False,False
0xfe83af639f769ead20bad76067abc120245a06a9,Compound: Deployer 4,Smart Contract,False,False
0xc0da01a04c3f3e0be433606045bb7017a7323e38,Compound: Governor Alpha,Smart Contract,False,False
0x1055be4bf7338c7606d9efdcf80593f180ba043e,Compound: Liquidator,Smart Contract,False,False
0x02557a5e05defeffd4cae6d83ea3d173b272c904,Compound: Oracle,Smart Contract,False,False
0x9e77ad51e5c0825d6e440f49e49ef1a1bca37b5d,Compound: Oracle 2,Smart Contract,False,False
0xe7664229833ae4abf4e269b8f23a86b657e2338d,Compound: Oracle v2,Smart Contract,False,False
0xddc46a3b076aec7ab3fc37420a8edd2959764ec4,Compound: Price Oracle Proxy,Smart Contract,False,False
0xd25c029a607ee888bdbdbe054515e25ec6f3fff9,Compound: Rate Model,Smart Contract,False,False
0x0a97f822272519d5296e21de278a86cd3ce3c96a,Compound: Rate Model 2,Smart Contract,False,False
0x16c2a19edbc68780dfc03708bc9021ef34db2e33,Compound: Rate Model 3,Smart Contract,False,False
0xcdaf8cb1839952cbe6d98d248e593b782a2419c7,Compound: Rate Model 4,Smart Contract,False,False
0xd928c8ead620bb316d2cefe3caf81dc2dec6ff63,Compound: Rate Model 5,Smart Contract,False,False
0x8ac03df808efae9397a9d95888230ee022b997f4,Compound: Stablecoin Rate Model,Smart Contract,False,False
0x880ad65dc5b3f33123382416351eef98b4aad7f1,CompoundAdapter,Smart Contract,False,False
0x594e15580468d21d447299f2033bd203036475fa,CompoundAllocationStrategy,Smart Contract,False,False
0x8e8f05f1ad16d20e66bd0922b510332104ddac7b,CompoundAllocationStrategy,Smart Contract,False,False
0xf07d4967ae1f600144b25f40f655f61de2a9c0ad,CompoundAllocationStrategy,Smart Contract,False,False
0xaa74b0f33cab1b291980532bc5e0057e10adb2a3,CompoundAssetAdapter,Smart Contract,False,False
0x0f1e33a36fa6a33ea01460f04c6d8f1fac2186e3,CompoundBasicProxy,Smart Contract,False,False
0x12f8551a516085e4cef5e2451d54ede7d24983cc,CompoundBasicProxy,Smart Contract,False,False
0x1d7aec4654fd4d0fd0ade624bebb6e874d2068d1,CompoundBasicProxy,Smart Contract,False,False
0x33b71f9b6a91f9aac88703f722ccecff32bee741,CompoundBasicProxy,Smart Contract,False,False
0x76954813fe1dbc684fa5fd54269dc732219a0813,CompoundBasicProxy,Smart Contract,False,False
0x7ca5a868ef08d97dc2ad5d9addafef10125d1a37,CompoundBasicProxy,Smart Contract,False,False
0xbd01993b7ec5b2ac262e27bf5dee4d37c53800e6,CompoundBasicProxy,Smart Contract,False,False
0xff9affcdd4a6985a408352a06e82a6c728740845,CompoundBasicProxy,Smart Contract,False,False
0xfc5edfd9329df2fd221b2bbafa41caa6b18783c6,CompoundBorrowProxy,Smart Contract,False,False
0x3d4a93f2263ca35d9691e1e1b2ceb37dde54af77,CompoundDebtAdapter,Smart Contract,False,False
0xae61b0d0a562e5c1daf9c1ded4a8fd6a770b639a,CompoundDebtAdapter,Smart Contract,False,False
0xe7326dc7d136c6df7a4056679a82abd144631043,CompoundERC20Market,Smart Contract,False,False
0xea7827e66bd41aa0f57557ce3516644dbfb11eaf,CompoundERC20Market,Smart Contract,False,False
0xa581dc3c1f96b694265f26b979a7a956b1538137,CompoundFeeTransactionManager,Smart Contract,False,False
0xf3fddc6e077c0576c03d47932472aa90ad063ab1,CompoundFeeTransactionManager,Smart Contract,False,False
0x2f59bf2779c9ab965ca6bf63f5eb1504c5b36d38,CompoundFlashLoanTaker,Smart Contract,False,False
0x37012fbb2bd317e60a9b1b78eb032e1cbc681990,CompoundFlashLoanTaker,Smart Contract,False,False
0x6ddc0b1e1f2a3c7195d61542ad7cddf0f17d760d,CompoundFlashLoanTaker,Smart Contract,False,False
0xba6a725bae83d8879610d1e957253e195d6e4b71,CompoundFlashLoanTaker,Smart Contract,False,False
0xec5c68263ad1b0a48f476660f53900ca2117c0d4,CompoundFlashLoanTaker,Smart Contract,False,False
0x1bee615efe1e17e36a064a47c375b10ed2af5ef1,CompoundFlashSaverProxy,Smart Contract,False,False
0x4bc63da2b17a70407d944e09c55925fa7f88a89e,CompoundFlashSaverProxy,Smart Contract,False,False
0xdc3c0ab9dec903668bc63cd24e0c6cf4ce4683c6,CompoundFlashSaverProxy,Smart Contract,False,False
0xec43ea5b98fe3952252e968fd4b66a177302648a,CompoundFlashSaverProxy,Smart Contract,False,False
0x06abac6fe0e49e57763aaa79c0d79e3e42c1894f,CompoundImportFlashLoan,Smart Contract,False,False
0x92ec5a03fac2e482292ecdd9642a7bf86d6658c3,CompoundImportFlashLoan,Smart Contract,False,False
0xf8a122d8603353aa478690a3e9abb4f920c9617e,CompoundImportFlashLoan,Smart Contract,False,False
0xfd7f89640fe62a4353cfc7521509fc5c4276f2a5,CompoundImportFlashLoan,Smart Contract,False,False
0x203ff0b107fc842ed0fe6680c33e5f0930523af8,CompoundImportTaker,Smart Contract,False,False
0x49f9b47af73c0e73ffd9fe0057e3fcb6e3ec4119,CompoundImportTaker,Smart Contract,False,False
0xb08069a920f7efc9e88c81ee93989169be6ec879,CompoundImportTaker,Smart Contract,False,False
0xc2bc7a82231d20fb23300f93ec26cf48726a8cd2,CompoundImportTaker,Smart Contract,False,False
0xd7418747b8e26cc68fc43cb84db5999a1dc07051,CompoundImportTaker,Smart Contract,False,False
0x5a8221c5bc5982579bc507462dde6ec013d4d096,CompoundIntegration,Smart Contract,False,False
0x1783e90a19bd0629e754a20e93fdde933a7f0289,CompoundLoanInfo,Smart Contract,False,False
0x1fee6f1f1d4ea4a7d512770aa6957f12c53cd286,CompoundLoanInfo,Smart Contract,False,False
0x46db11d5f887fa2c8e2466ff5a1c5dcb84bd6451,CompoundLoanInfo,Smart Contract,False,False
0x576501abd98ce5472b03b7ab4f5980941db7ef37,CompoundLoanInfo,Smart Contract,False,False
0x873b3118bcbc05e46aa1f22349b7875f5a45f4ea,CompoundLoanInfo,Smart Contract,False,False
0x8cf60f8b36b4a3ca878f4ad1f836fdd5071f7fc7,CompoundLoanInfo,Smart Contract,False,False
0x920d36a72901b4263a6dfebe1a598431ff053839,CompoundLoanInfo,Smart Contract,False,False
0x9d16742a47490a47d3f85e06fcfd52aca3e5a88d,CompoundLoanInfo,Smart Contract,False,False
0xa17c1be6a8f426664a62479068a65238e4ecd13b,CompoundLoanInfo,Smart Contract,False,False
0xd3fe732e96d3d11f4148b6915fd53f258c2af3a0,CompoundLoanInfo,Smart Contract,False,False
